measure,location,sex,age,metric,year,val,upper,lower
Population,Italy,Female,15-49 years,Number,1994,14187125.020258376,15463976.920997914,12940195.000426825
Population,Italy,Both,15-49 years,Number,1994,28502843.426979918,31068120.729763415,25997681.100651704
Population,Italy,Male,15-49 years,Number,1995,14263914.9816036,15619999.677018898,13007395.289527718
Population,Italy,Female,15-49 years,Number,1995,14141916.48177283,15486402.657518214,12896143.735233206
Population,Italy,Both,15-49 years,Number,1995,28405831.46337643,31106402.334537115,25903539.02476092
Population,Italy,Male,15-49 years,Number,1996,14199743.622115714,15596196.084156647,12753160.269074412
Population,Italy,Female,15-49 years,Number,1996,14083313.197175354,15468315.483925007,12648591.066349637
Population,Italy,Both,15-49 years,Number,1996,28283056.81929107,31064511.56808166,25401751.33542405
Population,Italy,Male,15-49 years,Number,1997,14092683.352068635,15457464.69493518,12705484.729116987
Population,Italy,Female,15-49 years,Number,1997,13978387.142047718,15332099.66777704,12602439.147609366
Population,Italy,Both,15-49 years,Number,1997,28071070.49411635,30789564.362712223,25307923.87672635
Population,Italy,Male,15-49 years,Number,1998,14002029.410468625,15206541.732339704,12738526.48857314
Population,Italy,Female,15-49 years,Number,1998,13888078.680346617,15082788.49041783,12634858.34508487
Population,Italy,Both,15-49 years,Number,1998,27890108.090815242,30289330.222757537,25373384.83365801
Population,Italy,Male,15-49 years,Number,1999,13928386.6955146,15100277.223757377,12816888.280798763
Population,Italy,Female,15-49 years,Number,1999,13808915.43323569,14970754.02626712,12706950.938099341
Population,Italy,Both,15-49 years,Number,1999,27737302.12875029,30071031.250024498,25523839.218898106
Population,Italy,Male,15-49 years,Number,2000,13886610.316118386,14869291.188132677,12846935.124616582
Population,Italy,Female,15-49 years,Number,2000,13758433.778065875,14732044.284503695,12728355.022534562
Population,Italy,Both,15-49 years,Number,2000,27645044.09418426,29601335.47263637,25575290.147151142
Population,Italy,Male,15-49 years,Number,2001,13872699.256828446,14813931.418879408,12932031.36742873
Population,Italy,Female,15-49 years,Number,2001,13726576.65115662,14657894.7154884,12795816.915932683
Population,Italy,Both,15-49 years,Number,2001,27599275.907985065,29471826.134367805,25727848.28336141
Population,Italy,Male,15-49 years,Number,2002,13896643.779574225,13991661.923644701,13804281.329947976
Population,Italy,Female,15-49 years,Number,2002,13719421.394350158,13813227.782373719,13628236.832988698
Population,Italy,Both,15-49 years,Number,2002,27616065.173924383,27804889.706018418,27432518.162936676
Population,Italy,Male,15-49 years,Number,2003,13953763.379904373,14045185.53230711,13858875.860151926
Population,Italy,Female,15-49 years,Number,2003,13741984.556267263,13832019.177911231,13648537.16178883
Population,Italy,Both,15-49 years,Number,2003,27695747.936171636,27877204.710218344,27507413.021940757
Population,Italy,Male,15-49 years,Number,2004,14046066.883387791,14138832.66771886,13953205.662069546
Population,Italy,Female,15-49 years,Number,2004,13802299.15280909,13893454.998578036,13711049.526349925
Population,Italy,Both,15-49 years,Number,2004,27848366.03619688,28032287.666296896,27664255.188419472
Population,Italy,Male,15-49 years,Number,2005,14125933.34564478,14222321.68751005,14029564.477484364
Population,Italy,Female,15-49 years,Number,2005,13855617.533999123,13950161.375240829,13761092.793810766
Population,Italy,Both,15-49 years,Number,2005,27981550.879643902,28172483.06275088,27790657.27129513
Population,Italy,Male,15-49 years,Number,2006,14184309.524880124,14281111.213904127,14086303.594945183
Population,Italy,Female,15-49 years,Number,2006,13903177.593198065,13998060.6801373,13807114.13331079
Population,Italy,Both,15-49 years,Number,2006,28087487.11807819,28279171.894041426,27893417.728255976
Population,Italy,Male,15-49 years,Number,2007,14221642.666721936,14318165.830558496,14129580.149171198
Population,Italy,Female,15-49 years,Number,2007,13944518.245467069,14039160.548805112,13854249.667793276
Population,Italy,Both,15-49 years,Number,2007,28166160.912189003,28357326.37936361,27983829.816964477
Population,Italy,Male,15-49 years,Number,2008,14249568.535422146,14348803.804729076,14146077.417491198
Population,Italy,Female,15-49 years,Number,2008,13988965.683878807,14086386.091627594,13887367.26047929
Population,Italy,Both,15-49 years,Number,2008,28238534.219300956,28435189.896356672,28033444.67797049
Population,Italy,Male,15-49 years,Number,2009,14252823.239019012,14351462.415892975,14143016.601570487
Population,Italy,Female,15-49 years,Number,2009,14014980.044571996,14111973.185672421,13907005.799273735
Population,Italy,Both,15-49 years,Number,2009,28267803.283591006,28463435.601565395,28050022.40084422
Population,Italy,Male,15-49 years,Number,2010,14211051.553908711,14313846.291060492,14100290.033197908
Population,Italy,Female,15-49 years,Number,2010,13998790.184745882,14100049.542790227,13889683.037882604
Population,Italy,Both,15-49 years,Number,2010,28209841.738654595,28413895.833850715,27989973.07108051
Population,Italy,Male,15-49 years,Number,2011,14134010.415681891,14232806.698915051,14029369.806914518
Population,Italy,Female,15-49 years,Number,2011,13944428.434378097,14041899.54559214,13841191.3886018
Population,Italy,Both,15-49 years,Number,2011,28078438.850059986,28274706.244507194,27870561.19551632
Population,Italy,Male,15-49 years,Number,2012,14019275.029926965,15032977.585184995,12947016.287438221
Population,Italy,Female,15-49 years,Number,2012,13848830.742612343,14850208.851049041,12789608.364471272
Population,Italy,Both,15-49 years,Number,2012,27868105.772539306,29883186.436234035,25736624.651909497
Population,Italy,Male,15-49 years,Number,2013,13880083.887754483,14955920.304369038,12798403.657822136
Population,Italy,Female,15-49 years,Number,2013,13720313.214290233,14783765.908283954,12651083.973862475
Population,Italy,Both,15-49 years,Number,2013,27600397.102044716,29739686.212652992,25449487.63168461
Population,Italy,Male,15-49 years,Number,2014,13720424.944279958,13817865.259913368,13618373.458080662
Population,Italy,Female,15-49 years,Number,2014,13559774.800627206,13656074.204024471,13458918.21808319
Population,Italy,Both,15-49 years,Number,2014,27280199.744907163,27473939.46393784,27077291.676163856
Population,Italy,Male,15-49 years,Number,2015,13530317.074884603,13628993.997215828,13428718.08161388
Population,Italy,Female,15-49 years,Number,2015,13359949.266309889,13457383.692185089,13259629.56292876
Population,Italy,Both,15-49 years,Number,2015,26890266.34119449,27086377.689400915,26688347.644542642
Population,Italy,Male,15-49 years,Number,2016,13354189.829117373,13448158.98413924,13252357.541943282
Population,Italy,Female,15-49 years,Number,2016,13161199.728687868,13253810.87420882,13060839.086261991
Population,Italy,Both,15-49 years,Number,2016,26515389.55780524,26701969.858348053,26313196.628205273
Population,Italy,Male,15-49 years,Number,2017,13173924.13906933,13267427.222447865,13077178.382102735
Population,Italy,Female,15-49 years,Number,2017,12952758.560020115,13044691.901280811,12857636.983603993
Population,Italy,Both,15-49 years,Number,2017,26126682.699089445,26312119.123728678,25934815.36570673
Population,Italy,Male,15-49 years,Number,2018,12996316.08839741,14011312.909611756,12072583.768557554
Population,Italy,Female,15-49 years,Number,2018,12743835.220223308,13739113.586079141,11838048.35019302
Population,Italy,Both,15-49 years,Number,2018,25740151.308620717,27750426.495690897,23910632.118750572
Population,Italy,Male,15-49 years,Number,2019,12820965.8484832,13813922.464043805,11767137.978497492
Population,Italy,Female,15-49 years,Number,2019,12538481.527137605,13509560.331074104,11507872.645033628
Population,Italy,Both,15-49 years,Number,2019,25359447.375620805,27323482.795117907,23275010.623531118
Population,Italy,Male,15-49 years,Number,2020,12643574.998388343,13715413.386571981,11503442.950389473
Population,Italy,Female,15-49 years,Number,2020,12331324.374209434,13376692.226506514,11219349.46876553
Population,Italy,Both,15-49 years,Number,2020,24974899.372597776,27092105.613078494,22722792.419155
Population,Italy,Male,15-49 years,Number,2021,12475873.63818218,13580019.772663029,11337828.088811627
Population,Italy,Female,15-49 years,Number,2021,12133335.712112518,13207166.380282022,11026536.372310901
Population,Italy,Both,15-49 years,Number,2021,24609209.350294698,26787186.15294505,22364364.461122528
Population,Italy,Male,50-69 years,Number,1990,6275080.115180264,6704560.548162404,5834267.435216791
Population,Italy,Female,50-69 years,Number,1990,7033296.94404598,7514671.422359564,6539220.945337437
Population,Italy,Both,50-69 years,Number,1990,13308377.059226245,14219231.97052197,12373488.380554227
Population,Italy,Male,50-69 years,Number,1991,6307122.781533043,6736507.010154033,5880762.0625529485
Population,Italy,Female,50-69 years,Number,1991,7040080.60021942,7519364.052066229,6564172.0234630015
Population,Italy,Both,50-69 years,Number,1991,13347203.381752463,14255871.062220262,12444934.08601595
Population,Italy,Male,50-69 years,Number,1992,6308543.923172502,6786108.198755363,5831646.105158891
Population,Italy,Female,50-69 years,Number,1992,7013821.139962552,7544775.739401961,6483607.506147702
Population,Italy,Both,50-69 years,Number,1992,13322365.063135054,14330883.938157326,12315253.611306591
Population,Italy,Male,50-69 years,Number,1993,6313657.520878555,6834003.150412711,5787764.425852317
Population,Italy,Female,50-69 years,Number,1993,6992891.895987413,7569217.223081737,6410422.297311273
Population,Italy,Both,50-69 years,Number,1993,13306549.416865967,14403220.37349445,12198186.723163592
Population,Italy,Male,50-69 years,Number,1994,6315480.098180236,6883878.047442637,5760402.045874031
Population,Italy,Female,50-69 years,Number,1994,6972546.74982393,7600081.19093128,6359718.016404053
Population,Italy,Both,50-69 years,Number,1994,13288026.848004166,14483959.238373917,12120120.062278084
Population,Italy,Male,50-69 years,Number,1995,6312617.917826199,6912764.831027029,5756534.350830069
Population,Italy,Female,50-69 years,Number,1995,6947502.462845857,7608008.486148456,6335491.407916667
Population,Italy,Both,50-69 years,Number,1995,13260120.380672056,14520773.317175487,12092025.758746734
Population,Italy,Male,50-69 years,Number,1996,6322272.343788915,6944026.722961422,5678197.762634204
Population,Italy,Female,50-69 years,Number,1996,6935255.831180815,7617293.150872449,6228734.227590483
Population,Italy,Both,50-69 years,Number,1996,13257528.174969729,14561319.87383387,11906931.990224686
Population,Italy,Male,50-69 years,Number,1997,6384597.944056955,7002903.19778807,5756136.68832345
Population,Italy,Female,50-69 years,Number,1997,6979279.0173372915,7655175.122540261,6292280.948894602
Population,Italy,Both,50-69 years,Number,1997,13363876.961394247,14658078.320328332,12048417.63721805
Population,Italy,Male,50-69 years,Number,1998,6442450.683805086,6996656.863795552,5861102.436023992
Population,Italy,Female,50-69 years,Number,1998,7020614.858421653,7624557.105376055,6387094.735939512
Population,Italy,Both,50-69 years,Number,1998,13463065.542226737,14621213.969171608,12248197.171963504
Population,Italy,Male,50-69 years,Number,1999,6499204.974994187,7046027.583944061,5980562.278999421
Population,Italy,Female,50-69 years,Number,1999,7063617.711484491,7657928.227998388,6499934.345987317
Population,Italy,Both,50-69 years,Number,1999,13562822.686478678,14703955.811942449,12480496.624986736
Population,Italy,Male,50-69 years,Number,2000,6541353.443470801,7004249.914218772,6051609.529066606
Population,Italy,Female,50-69 years,Number,2000,7092327.26929611,7594213.200199855,6561332.552511976
Population,Italy,Both,50-69 years,Number,2000,13633680.71276691,14598463.114418626,12612942.081578583
Population,Italy,Male,50-69 years,Number,2001,6570685.719736439,7016492.308032566,6125146.394370397
Population,Italy,Female,50-69 years,Number,2001,7105877.77166694,7587995.964707406,6624048.610516764
Population,Italy,Both,50-69 years,Number,2001,13676563.491403379,14604488.272739971,12749195.00488716
Population,Italy,Male,50-69 years,Number,2002,6601491.663340046,6646629.287639609,6557615.605862806
Population,Italy,Female,50-69 years,Number,2002,7125286.921208076,7174005.989636523,7077929.51860271
Population,Italy,Both,50-69 years,Number,2002,13726778.584548121,13820635.277276132,13635545.124465514
Population,Italy,Male,50-69 years,Number,2003,6639992.311091152,6683496.158224737,6594839.445557963
Population,Italy,Female,50-69 years,Number,2003,7150739.019963618,7197589.173193019,7102113.006211761
Population,Italy,Both,50-69 years,Number,2003,13790731.33105477,13881085.331417756,13696952.451769724
Population,Italy,Male,50-69 years,Number,2004,6684078.179234738,6728222.476707808,6639888.4663234
Population,Italy,Female,50-69 years,Number,2004,7181157.645895986,7228584.852882625,7133681.646029758
