measure,location,sex,age,metric,year,val,upper,lower
Population,United Kingdom,Male,70+ years,Number,2011,3162831.491458294,3341283.71298356,2992245.015741916
Population,United Kingdom,Female,70+ years,Number,2011,4258566.135545412,4498540.473919011,4029156.450651218
Population,United Kingdom,Both,70+ years,Number,2011,7421397.627003706,7839471.824506249,7021396.75391687
Population,United Kingdom,Male,70+ years,Number,2012,3224804.1836283454,3420394.2104542213,3021504.6084236926
Population,United Kingdom,Female,70+ years,Number,2012,4292024.392542733,4550625.391030927,4022526.1243984043
Population,United Kingdom,Both,70+ years,Number,2012,7516828.576171079,7971019.601485148,7044030.732822097
Population,United Kingdom,Male,70+ years,Number,2013,3305610.0262308344,3514935.5329905464,3079012.7372500002
Population,United Kingdom,Female,70+ years,Number,2013,4343216.279738526,4619028.372496939,4047239.0217188695
Population,United Kingdom,Both,70+ years,Number,2013,7648826.305969359,8133950.3943254715,7126251.758968869
Population,United Kingdom,Male,70+ years,Number,2014,3395384.680967958,3636651.4533738806,3136647.865034909
Population,United Kingdom,Female,70+ years,Number,2014,4403592.444367886,4717833.076276733,4066922.4503509365
Population,United Kingdom,Both,70+ years,Number,2014,7798977.125335843,8354296.994889787,7203058.055430437
Population,United Kingdom,Male,70+ years,Number,2015,3494362.331376231,3774667.817669708,3230256.8873684043
Population,United Kingdom,Female,70+ years,Number,2015,4473818.280742525,4832993.682205267,4135123.5529596517
Population,United Kingdom,Both,70+ years,Number,2015,7968180.6121187555,8606649.154473912,7365380.440328055
Population,United Kingdom,Male,70+ years,Number,2016,3579171.704268302,3849430.9720682004,3295353.5541468174
Population,United Kingdom,Female,70+ years,Number,2016,4530103.4102914,4875770.199980988,4171343.207127298
Population,United Kingdom,Both,70+ years,Number,2016,8109275.114559702,8725235.297367394,7466696.761274114
Population,United Kingdom,Male,70+ years,Number,2017,3723111.078189826,4009930.2947751326,3435552.746761954
Population,United Kingdom,Female,70+ years,Number,2017,4653965.645716164,5014615.420050866,4294676.452758242
Population,United Kingdom,Both,70+ years,Number,2017,8377076.72390599,9024185.637048505,7730229.199520197
Population,United Kingdom,Male,70+ years,Number,2018,3866596.6343923104,4138725.248718713,3557198.232826172
Population,United Kingdom,Female,70+ years,Number,2018,4781688.032602996,5122414.411906542,4399760.784477933
Population,United Kingdom,Both,70+ years,Number,2018,8648284.666995306,9262056.076892285,7956959.017304105
Population,United Kingdom,Male,70+ years,Number,2019,3985238.20531759,4248710.410355003,3710732.305256621
Population,United Kingdom,Female,70+ years,Number,2019,4885365.777885523,5213893.240744257,4545753.397114209
Population,United Kingdom,Both,70+ years,Number,2019,8870603.983203113,9462656.145513792,8256485.702370829
Population,United Kingdom,Male,70+ years,Number,2020,4078843.6291192477,4337175.387713472,3818011.870618464
Population,United Kingdom,Female,70+ years,Number,2020,4970374.919992776,5284914.716758247,4647987.961498089
Population,United Kingdom,Both,70+ years,Number,2020,9049218.549112024,9622941.471344257,8465956.19150861
Population,United Kingdom,Male,70+ years,Number,2021,4130827.201703331,4355446.95357395,3892835.833764881
Population,United Kingdom,Female,70+ years,Number,2021,5018154.295782073,5295190.916639643,4728704.37613523
Population,United Kingdom,Both,70+ years,Number,2021,9148981.497485405,9650583.541855099,8620543.702084444
Population,South Africa,Male,<5 years,Number,1990,2459532.376993434,2720466.1860443046,2203209.746330116
Population,South Africa,Female,<5 years,Number,1990,2418738.3741305373,2675344.313927473,2166667.131343595
Population,South Africa,Both,<5 years,Number,1990,4878270.751123971,5395810.499971777,4369876.877673712
Population,South Africa,Male,<5 years,Number,1991,2465083.0343573065,2714125.2387225134,2228319.4655157346
Population,South Africa,Female,<5 years,Number,1991,2422665.0876937676,2667421.895261179,2189975.6308780448
Population,South Africa,Both,<5 years,Number,1991,4887748.122051074,5381547.133983692,4418295.09639378
Population,South Africa,Male,<5 years,Number,1992,2468949.664731511,2685112.399809833,2241755.3830177155
Population,South Africa,Female,<5 years,Number,1992,2425478.477803826,2637835.201444321,2202284.441712841
Population,South Africa,Both,<5 years,Number,1992,4894428.142535336,5322947.601254154,4444039.824730556
Population,South Africa,Male,<5 years,Number,1993,2472899.6662306455,2683029.4784583943,2265548.5998665886
Population,South Africa,Female,<5 years,Number,1993,2428758.4296879536,2635137.4266792904,2225108.5779719236
Population,South Africa,Both,<5 years,Number,1993,4901658.0959185995,5318166.905137684,4490657.177838514
Population,South Africa,Male,<5 years,Number,1994,2478072.9155244944,2689258.975256059,2283395.1265382515
Population,South Africa,Female,<5 years,Number,1994,2433337.220190344,2640710.8193733166,2242173.874302952
Population,South Africa,Both,<5 years,Number,1994,4911410.135714838,5329969.794629376,4525569.000841203
Population,South Africa,Male,<5 years,Number,1995,2482644.5623990325,2656052.0411231215,2295288.190015679
Population,South Africa,Female,<5 years,Number,1995,2437073.7463149964,2607298.199792452,2253156.441656989
Population,South Africa,Both,<5 years,Number,1995,4919718.308714028,5263350.240915573,4548444.631672667
Population,South Africa,Male,<5 years,Number,1996,2483856.5645463103,2645828.439815555,2320150.3575233133
Population,South Africa,Female,<5 years,Number,1996,2436812.2949204654,2595716.421157527,2276206.6851914274
Population,South Africa,Both,<5 years,Number,1996,4920668.859466776,5241544.860973081,4596357.042714741
Population,South Africa,Male,<5 years,Number,1997,2479769.1165346117,2657272.706241265,2295016.916975701
Population,South Africa,Female,<5 years,Number,1997,2430100.028626845,2604048.270643144,2249048.3644040097
Population,South Africa,Both,<5 years,Number,1997,4909869.145161457,5261320.976884409,4544065.281379711
Population,South Africa,Male,<5 years,Number,1998,2470643.54505348,2673502.1434379662,2263974.650061287
Population,South Africa,Female,<5 years,Number,1998,2417438.7435008753,2615928.8236133116,2215220.4207359743
Population,South Africa,Both,<5 years,Number,1998,4888082.2885543555,5289430.967051278,4479195.070797262
Population,South Africa,Male,<5 years,Number,1999,2457815.9026153935,2639952.798870886,2258810.129578038
Population,South Africa,Female,<5 years,Number,1999,2400551.6519815214,2578444.970487456,2206182.4818942375
Population,South Africa,Both,<5 years,Number,1999,4858367.554596915,5218397.7693583425,4464992.611472276
Population,South Africa,Male,<5 years,Number,2000,2444266.0183104607,2626457.304737699,2250487.3237773622
Population,South Africa,Female,<5 years,Number,2000,2382994.404283824,2560618.6124563385,2194073.255242531
Population,South Africa,Both,<5 years,Number,2000,4827260.422594285,5187075.917194038,4444560.579019893
Population,South Africa,Male,<5 years,Number,2001,2434816.376502131,2590267.6534182793,2268051.327757667
Population,South Africa,Female,<5 years,Number,2001,2370377.720062761,2521714.899701212,2208026.193334104
Population,South Africa,Both,<5 years,Number,2001,4805194.096564892,5111982.553119492,4476077.52109177
Population,South Africa,Male,<5 years,Number,2002,2434690.707310166,2614613.096715421,2250768.809828498
Population,South Africa,Female,<5 years,Number,2002,2368890.815529478,2543950.6268190634,2189939.586771379
Population,South Africa,Both,<5 years,Number,2002,4803581.522839644,5158563.723534485,4440708.396599878
Population,South Africa,Male,<5 years,Number,2003,2446032.511789299,2631821.897183912,2245992.7079140414
Population,South Africa,Female,<5 years,Number,2003,2380448.8182681184,2561256.7677854556,2185772.5363927353
Population,South Africa,Both,<5 years,Number,2003,4826481.330057418,5193078.664969368,4431765.244306776
Population,South Africa,Male,<5 years,Number,2004,2468956.3446689844,2678196.146563853,2246810.8871055027
Population,South Africa,Female,<5 years,Number,2004,2404765.6852171277,2608565.4391758684,2188395.811108584
Population,South Africa,Both,<5 years,Number,2004,4873722.029886112,5286761.585739722,4435206.698214087
Population,South Africa,Male,<5 years,Number,2005,2500739.2504618173,2732884.6710345442,2258527.282374932
Population,South Africa,Female,<5 years,Number,2005,2438592.6867978135,2664968.9972339026,2202399.995407656
Population,South Africa,Both,<5 years,Number,2005,4939331.93725963,5397853.668268447,4460927.277782587
Population,South Africa,Male,<5 years,Number,2006,2536437.5722542396,2786525.0213413634,2279156.7108723233
Population,South Africa,Female,<5 years,Number,2006,2476247.4010477876,2720400.224918112,2225071.8659960427
Population,South Africa,Both,<5 years,Number,2006,5012684.973302027,5506925.246259475,4504228.576868366
Population,South Africa,Male,<5 years,Number,2007,2571463.783103301,2808497.4134726413,2322468.9667064818
Population,South Africa,Female,<5 years,Number,2007,2512256.563193686,2743832.561854788,2268994.7814005935
Population,South Africa,Both,<5 years,Number,2007,5083720.346296987,5552329.975327429,4591463.748107076
Population,South Africa,Male,<5 years,Number,2008,2603124.601517902,2835370.494341465,2380534.892802846
Population,South Africa,Female,<5 years,Number,2008,2544062.6122521316,2771039.1052087173,2326523.215373526
Population,South Africa,Both,<5 years,Number,2008,5147187.213770034,5606409.599550183,4707058.108176371
Population,South Africa,Male,<5 years,Number,2009,2631123.3913394376,2854282.8599782917,2421633.284428703
Population,South Africa,Female,<5 years,Number,2009,2571384.0981798363,2789476.761908575,2366650.435209349
Population,South Africa,Both,<5 years,Number,2009,5202507.489519274,5643759.621886866,4788283.719638052
Population,South Africa,Male,<5 years,Number,2010,2655910.4505353137,2846438.7747032787,2466736.6093346756
Population,South Africa,Female,<5 years,Number,2010,2594741.011326884,2780881.19404214,2409924.1158872806
Population,South Africa,Both,<5 years,Number,2010,5250651.461862198,5627319.96874542,4876660.725221956
Population,South Africa,Male,<5 years,Number,2011,2677210.922884335,2850472.9024546873,2499020.8509267285
Population,South Africa,Female,<5 years,Number,2011,2614320.447161622,2783512.3221964305,2440316.2457675515
Population,South Africa,Both,<5 years,Number,2011,5291531.370045956,5633985.224651118,4939337.096694279
Population,South Africa,Male,<5 years,Number,2012,2693418.8746111165,2899970.2050186354,2498186.464690068
Population,South Africa,Female,<5 years,Number,2012,2629093.2070559715,2830711.5683148336,2438523.4417814543
Population,South Africa,Both,<5 years,Number,2012,5322512.081667088,5730681.7733334685,4936709.9064715225
Population,South Africa,Male,<5 years,Number,2013,2702672.7406854653,2934260.467406445,2491724.664903673
Population,South Africa,Female,<5 years,Number,2013,2637206.4213808216,2863184.4433690305,2431368.100057251
Population,South Africa,Both,<5 years,Number,2013,5339879.162066287,5797444.910775475,4923092.764960924
Population,South Africa,Male,<5 years,Number,2014,2703286.8580712737,2938186.3365490614,2467763.7888947693
Population,South Africa,Female,<5 years,Number,2014,2637011.104340313,2866151.6157515305,2407262.290635105
Population,South Africa,Both,<5 years,Number,2014,5340297.962411587,5804337.952300592,4875026.079529875
Population,South Africa,Male,<5 years,Number,2015,2694645.719754743,2955609.689297773,2442190.4933018214
Population,South Africa,Female,<5 years,Number,2015,2627930.95342847,2882433.9065491916,2381726.081638939
Population,South Africa,Both,<5 years,Number,2015,5322576.673183213,5838043.595846965,4823916.574940762
Population,South Africa,Male,<5 years,Number,2016,2677676.5666414276,2937016.198833138,2412935.877235414
Population,South Africa,Female,<5 years,Number,2016,2610799.0888628494,2863661.471074082,2352670.545895061
Population,South Africa,Both,<5 years,Number,2016,5288475.655504277,5800677.669907221,4765606.423130474
Population,South Africa,Male,<5 years,Number,2017,2654183.6937674517,2927817.8858502973,2368220.8742392883
Population,South Africa,Female,<5 years,Number,2017,2587348.8764827843,2854092.7047699215,2308586.8670712127
Population,South Africa,Both,<5 years,Number,2017,5241532.570250236,5781910.590620219,4676807.741310501
Population,South Africa,Male,<5 years,Number,2018,2625768.3830583203,2907362.746301046,2347167.250281028
Population,South Africa,Female,<5 years,Number,2018,2559128.96560728,2833576.741037818,2287598.455398706
Population,South Africa,Both,<5 years,Number,2018,5184897.348665601,5740939.487338864,4634765.705679734
Population,South Africa,Male,<5 years,Number,2019,2592867.0650713756,2925742.2797311177,2293461.287777309
Population,South Africa,Female,<5 years,Number,2019,2526590.975442473,2850957.590544906,2234838.287810682
Population,South Africa,Both,<5 years,Number,2019,5119458.040513849,5776699.870276024,4528299.575587992
Population,South Africa,Male,<5 years,Number,2020,2555173.081489538,2876808.8023819686,2234741.087234154
Population,South Africa,Female,<5 years,Number,2020,2489429.7248030924,2802789.915526973,2177242.2894172
Population,South Africa,Both,<5 years,Number,2020,5044602.806292631,5679598.717908942,4411983.376651354
Population,South Africa,Male,<5 years,Number,2021,2513189.8400732344,2841552.7875533774,2198125.8041833863
Population,South Africa,Female,<5 years,Number,2021,2448125.590102317,2767987.5128865247,2141218.2819141
Population,South Africa,Both,<5 years,Number,2021,4961315.430175551,5609540.300439903,4339344.086097486
Population,South Africa,Male,5-14 years,Number,1990,4335348.72005084,4795289.424905282,3883536.009975975
Population,South Africa,Female,5-14 years,Number,1990,4399887.22323459,4866674.870875272,3941348.568394828
Population,South Africa,Both,5-14 years,Number,1990,8735235.94328543,9661964.295780554,7824884.578370802
Population,South Africa,Male,5-14 years,Number,1991,4412100.270168671,4857845.570366889,3988331.743310772
Population,South Africa,Female,5-14 years,Number,1991,4471587.347777498,4923342.503519104,4042105.271883595
Population,South Africa,Both,5-14 years,Number,1991,8883687.61794617,9781188.073885992,8030437.015194367
Population,South Africa,Male,5-14 years,Number,1992,4491946.790335035,4885227.997277222,4078595.0565572884
Population,South Africa,Female,5-14 years,Number,1992,4546347.953374448,4944392.1185745625,4127990.190783037
Population,South Africa,Both,5-14 years,Number,1992,9038294.743709482,9829620.115851784,8206585.247340324
Population,South Africa,Male,5-14 years,Number,1993,4572930.054542613,4961505.841426983,4189492.7739419946
Population,South Africa,Female,5-14 years,Number,1993,4622820.26182679,5015635.371491533,4235199.7190328995
Population,South Africa,Both,5-14 years,Number,1993,9195750.316369403,9977141.212918516,8424692.492974894
Population,South Africa,Male,5-14 years,Number,1994,4653306.618619385,5049870.207750516,4287742.135704992
Population,South Africa,Female,5-14 years,Number,1994,4699535.053069969,5100038.316799863,4330338.857242388
Population,South Africa,Both,5-14 years,Number,1994,9352841.671689354,10149908.52455038,8618080.992947381
Population,South Africa,Male,5-14 years,Number,1995,4732630.034633425,5063194.246067156,4375475.245522334
Population,South Africa,Female,5-14 years,Number,1995,4776050.360263919,5109647.389728473,4415618.79330833
Population,South Africa,Both,5-14 years,Number,1995,9508680.394897345,10172841.635795629,8791094.038830664
Population,South Africa,Male,5-14 years,Number,1996,4810935.736969428,5124656.059728522,4493856.219185555
Population,South Africa,Female,5-14 years,Number,1996,4852309.313331239,5168727.600153785,4532502.942735556
Population,South Africa,Both,5-14 years,Number,1996,9663245.050300667,10293383.65988231,9026359.161921112
Population,South Africa,Male,5-14 years,Number,1997,4887384.952501595,5237227.350151765,4523256.246306706
Population,South Africa,Female,5-14 years,Number,1997,4927237.388270873,5279932.450856837,4560139.524537461
Population,South Africa,Both,5-14 years,Number,1997,9814622.340772467,10517159.801008603,9083395.770844167
Population,South Africa,Male,5-14 years,Number,1998,4956270.243374125,5363217.670816089,4541679.11527246
Population,South Africa,Female,5-14 years,Number,1998,4993877.147964247,5403912.387879202,4576140.20895381
Population,South Africa,Both,5-14 years,Number,1998,9950147.39133837,10767130.058695292,9117819.32422627
Population,South Africa,Male,5-14 years,Number,1999,5012909.527633531,5384392.103525886,4607021.546092083
Population,South Africa,Female,5-14 years,Number,1999,5046495.682226217,5420467.166237427,4637888.278676409
Population,South Africa,Both,5-14 years,Number,1999,10059405.209859747,10804859.269763311,9244909.824768493
Population,South Africa,Male,5-14 years,Number,2000,5052129.851397084,5428706.717388016,4651602.609320491
Population,South Africa,Female,5-14 years,Number,2000,5079247.3457330465,5457845.502017565,4676570.258831026
Population,South Africa,Both,5-14 years,Number,2000,10131377.19713013,10886552.21940558,9328172.868151518
Population,South Africa,Male,5-14 years,Number,2001,5069441.844529025,5393101.244716037,4722226.4551185835
Population,South Africa,Female,5-14 years,Number,2001,5087325.416313331,5412126.596265141,4738885.148201925
Population,South Africa,Both,5-14 years,Number,2001,10156767.260842357,10805227.840981178,9461111.60332051
Population,South Africa,Male,5-14 years,Number,2002,5061857.17173008,5435925.809866044,4679473.334222303
Population,South Africa,Female,5-14 years,Number,2002,5067606.584262022,5442100.10102315,4684788.423470755
Population,South Africa,Both,5-14 years,Number,2002,10129463.755992102,10878025.910889195,9364261.757693058
Population,South Africa,Male,5-14 years,Number,2003,5034350.98935066,5416737.148023593,4622635.045390359
Population,South Africa,Female,5-14 years,Number,2003,5025602.050886088,5407323.6804113705,4614601.606791849
Population,South Africa,Both,5-14 years,Number,2003,10059953.040236749,10824060.828434965,9237236.652182208
Population,South Africa,Male,5-14 years,Number,2004,4992353.152464561,5415446.491828956,4543163.932182331
Population,South Africa,Female,5-14 years,Number,2004,4967268.244766514,5388235.681366923,4520336.050336745
Population,South Africa,Both,5-14 years,Number,2004,9959621.397231074,10803682.173195876,9063499.982519077
Population,South Africa,Male,5-14 years,Number,2005,4940725.765016416,5399376.886056898,4462186.104753472
Population,South Africa,Female,5-14 years,Number,2005,4898112.700156926,5352808.019783136,4423700.377161922
Population,South Africa,Both,5-14 years,Number,2005,9838838.465173341,10752184.905840034,8885886.481915394
Population,South Africa,Male,5-14 years,Number,2006,4886230.198017332,5368002.294142134,4390600.607915115
Population,South Africa,Female,5-14 years,Number,2006,4825566.480684181,5301357.260932753,4336090.250562446
Population,South Africa,Both,5-14 years,Number,2006,9711796.678701513,10669359.555074885,8726690.85847756
Population,South Africa,Male,5-14 years,Number,2007,4837271.64598376,5283164.007705638,4368878.673363434
Population,South Africa,Female,5-14 years,Number,2007,4758680.803070175,5197328.780122123,4297897.781105317
Population,South Africa,Both,5-14 years,Number,2007,9595952.449053936,10480492.787827762,8666776.454468751
Population,South Africa,Male,5-14 years,Number,2008,4799568.811047997,5227777.3351578275,4389164.0908951145
Population,South Africa,Female,5-14 years,Number,2008,4704628.554830454,5124366.687412624,4302342.049212701
Population,South Africa,Both,5-14 years,Number,2008,9504197.365878453,10352144.02257045,8691506.140107814
Population,South Africa,Male,5-14 years,Number,2009,4776117.181006908,5181204.899727623,4395842.617616714
Population,South Africa,Female,5-14 years,Number,2009,4667729.681034024,5063624.483534747,4296084.932966002
Population,South Africa,Both,5-14 years,Number,2009,9443846.862040931,10244829.38326237,8691927.550582716
Population,South Africa,Male,5-14 years,Number,2010,4768173.239171144,5110229.973960039,4428548.216429022
Population,South Africa,Female,5-14 years,Number,2010,4650294.307621068,4983894.704855955,4319065.5055698445
Population,South Africa,Both,5-14 years,Number,2010,9418467.546792213,10094124.678815996,8747613.721998867
Population,South Africa,Male,5-14 years,Number,2011,4775365.056477168,5084413.998338244,4457525.832169524
Population,South Africa,Female,5-14 years,Number,2011,4652785.863398685,4953901.805485492,4343105.277264992
Population,South Africa,Both,5-14 years,Number,2011,9428150.919875853,10038315.803823736,8800631.109434519
Population,South Africa,Male,5-14 years,Number,2012,4797087.849078427,5164964.114686001,4449371.038222641
Population,South Africa,Female,5-14 years,Number,2012,4675202.992626471,5033732.223692189,4336321.00300191
Population,South Africa,Both,5-14 years,Number,2012,9472290.8417049,10198696.338378191,8785692.04122455
Population,South Africa,Male,5-14 years,Number,2013,4832238.022002877,5246304.809166498,4455073.855170533
Population,South Africa,Female,5-14 years,Number,2013,4714306.925072339,5118268.38418913,4346347.475332759
Population,South Africa,Both,5-14 years,Number,2013,9546544.947075216,10364573.193355625,8801421.330503294
Population,South Africa,Male,5-14 years,Number,2014,4879533.363617095,5303535.662487593,4454405.460332644
Population,South Africa,Female,5-14 years,Number,2014,4766899.226905797,5181114.29217462,4351584.5395192765
Population,South Africa,Both,5-14 years,Number,2014,9646432.590522893,10484649.954662211,8805989.999851922
Population,South Africa,Male,5-14 years,Number,2015,4935592.995146783,5413582.339207756,4473188.517209462
Population,South Africa,Female,5-14 years,Number,2015,4828086.722259855,5295664.5812348025,4375754.2624241365
Population,South Africa,Both,5-14 years,Number,2015,9763679.717406638,10709246.920442559,8848942.779633598
Population,South Africa,Male,5-14 years,Number,2016,4995218.4763244055,5479017.803885496,4501343.450628344
Population,South Africa,Female,5-14 years,Number,2016,4891386.081396759,5365128.983381442,4407776.91833634
Population,South Africa,Both,5-14 years,Number,2016,9886604.557721164,10844146.787266938,8909120.368964683
Population,South Africa,Male,5-14 years,Number,2017,5052530.015876393,5573422.737851572,4508168.398222177
Population,South Africa,Female,5-14 years,Number,2017,4949776.637136536,5460075.956009553,4416485.709868029
Population,South Africa,Both,5-14 years,Number,2017,10002306.65301293,11033498.693861125,8924654.108090205
Population,South Africa,Male,5-14 years,Number,2018,5101876.467187417,5649015.226413148,4560553.564444303
Population,South Africa,Female,5-14 years,Number,2018,4998341.330654461,5534376.70733002,4468003.786142653
Population,South Africa,Both,5-14 years,Number,2018,10100217.797841877,11183391.93374317,9028557.350586955
Population,South Africa,Male,5-14 years,Number,2019,5139727.266550811,5799571.2825410925,4546228.256111264
Population,South Africa,Female,5-14 years,Number,2019,5034137.6614497,5680425.964176717,4452831.38476629
Population,South Africa,Both,5-14 years,Number,2019,10173864.92800051,11479997.24671781,8999059.640877554
Population,South Africa,Male,5-14 years,Number,2020,5164746.621045817,5814865.790945039,4517060.532148576
Population,South Africa,Female,5-14 years,Number,2020,5056490.718902853,5692983.036915269,4422380.483189447
Population,South Africa,Both,5-14 years,Number,2020,10221237.339948671,11507848.827860307,8939441.015338022
Population,South Africa,Male,5-14 years,Number,2021,5177357.818990865,5853809.890575583,4528302.493488838
Population,South Africa,Female,5-14 years,Number,2021,5066503.989690754,5728472.360303886,4431345.765910306
Population,South Africa,Both,5-14 years,Number,2021,10243861.808681618,11582282.25087947,8959648.259399144
Population,South Africa,Male,15-49 years,Number,1990,9212971.084044216,10190382.74982348,8252832.07283347
Population,South Africa,Female,15-49 years,Number,1990,9653342.119179882,10677473.109603327,8647309.39937243
Population,South Africa,Both,15-49 years,Number,1990,18866313.203224096,20867855.85942681,16900141.4722059
Population,South Africa,Male,15-49 years,Number,1991,9453222.796621006,10408262.205360321,8545270.108947737
Population,South Africa,Female,15-49 years,Number,1991,9933824.718371186,10937418.338204661,8979711.708875185
Population,South Africa,Both,15-49 years,Number,1991,19387047.514992192,21345680.543564983,17524981.817822926
Population,South Africa,Male,15-49 years,Number,1992,9692889.043271214,10541525.788011033,8800943.372861205
Population,South Africa,Female,15-49 years,Number,1992,10221258.540950743,11116155.360321442,9280691.981172448
Population,South Africa,Both,15-49 years,Number,1992,19914147.58422196,21657681.148332473,18081635.354033653
Population,South Africa,Male,15-49 years,Number,1993,9936563.237582799,10780903.263106374,9103388.721268026
Population,South Africa,Female,15-49 years,Number,1993,10514081.6554912,11407495.17896956,9632482.586642632
Population,South Africa,Both,15-49 years,Number,1993,20450644.893074,22188398.442075934,18735871.30791066
Population,South Africa,Male,15-49 years,Number,1994,10187540.255820367,11055741.700380377,9387205.528062094
Population,South Africa,Female,15-49 years,Number,1994,10815324.456469111,11737026.85770645,9965670.905452188
Population,South Africa,Both,15-49 years,Number,1994,21002864.71228948,22792768.558086827,19352876.433514286
Population,South Africa,Male,15-49 years,Number,1995,10445997.208038896,11175628.048490131,9657674.879314724
Population,South Africa,Female,15-49 years,Number,1995,11126357.62740035,11903510.206054464,10286690.912929067
Population,South Africa,Both,15-49 years,Number,1995,21572354.835439246,23079138.254544593,19944365.792243794
Population,South Africa,Male,15-49 years,Number,1996,10707690.99113708,11405937.747569593,10001967.6803977
Population,South Africa,Female,15-49 years,Number,1996,11429037.525870116,12174323.170383925,10675771.652957104
Population,South Africa,Both,15-49 years,Number,1996,22136728.5170072,23580260.917953517,20677739.333354805
Population,South Africa,Male,15-49 years,Number,1997,10972877.05532497,11758323.18970212,10155356.118418628
Population,South Africa,Female,15-49 years,Number,1997,11736616.08637853,12576731.189212123,10862193.69645574
Population,South Africa,Both,15-49 years,Number,1997,22709493.1417035,24335054.378914244,21017549.814874366
Population,South Africa,Male,15-49 years,Number,1998,11237226.898900889,12159888.568571303,10297234.858923253
Population,South Africa,Female,15-49 years,Number,1998,12048163.190715298,13037408.88861024,11040336.473544389
Population,South Africa,Both,15-49 years,Number,1998,23285390.089616187,25197297.45718154,21337571.33246764
Population,South Africa,Male,15-49 years,Number,1999,11501561.702332987,12353887.03244612,10570297.007009797
Population,South Africa,Female,15-49 years,Number,1999,12363510.383666512,13279710.578199938,11362454.959320543
Population,South Africa,Both,15-49 years,Number,1999,23865072.0859995,25633597.610646058,21932751.96633034
Population,South Africa,Male,15-49 years,Number,2000,11766150.506189413,12643178.65327339,10833343.165380675
Population,South Africa,Female,15-49 years,Number,2000,12677169.750719352,13622103.668647211,11672137.816279203
Population,South Africa,Both,15-49 years,Number,2000,24443320.256908767,26265282.321920604,22505480.981659878
Population,South Africa,Male,15-49 years,Number,2001,12024265.300630419,12791956.61936831,11200701.26995936
Population,South Africa,Female,15-49 years,Number,2001,12944986.284123957,13771461.194901418,12058360.381036492
Population,South Africa,Both,15-49 years,Number,2001,24969251.584754374,26563417.81426972,23259061.650995854
Population,South Africa,Male,15-49 years,Number,2002,12278044.750472195,13185385.934342813,11350534.212443106
Population,South Africa,Female,15-49 years,Number,2002,13185637.78256462,14160049.624096734,12189565.668273551
Population,South Africa,Both,15-49 years,Number,2002,25463682.533036817,27345435.55843955,23540099.880716655
Population,South Africa,Male,15-49 years,Number,2003,12520576.141477065,13471581.549172908,11496626.711665867
Population,South Africa,Female,15-49 years,Number,2003,13394326.475841498,14411697.94238059,12298920.577369405
Population,South Africa,Both,15-49 years,Number,2003,25914902.617318563,27883279.4915535,23795547.289035268
Population,South Africa,Male,15-49 years,Number,2004,12749649.992220396,13830160.890827952,11602494.499815054
Population,South Africa,Female,15-49 years,Number,2004,13572155.426468167,14722372.245348904,12350994.637681648
Population,South Africa,Both,15-49 years,Number,2004,26321805.418688565,28552533.136176854,23953489.137496706
Population,South Africa,Male,15-49 years,Number,2005,12966797.790149724,14170514.941356082,11710883.719157783
Population,South Africa,Female,15-49 years,Number,2005,13727150.214571672,15001451.42739834,12397591.337498942
Population,South Africa,Both,15-49 years,Number,2005,26693948.004721396,29171966.36875442,24108475.056656726
Population,South Africa,Male,15-49 years,Number,2006,13171641.41664691,14470337.760768628,11835589.906229936
Population,South Africa,Female,15-49 years,Number,2006,13865840.375794329,15232983.28794958,12459373.528475864
Population,South Africa,Both,15-49 years,Number,2006,27037481.792441238,29703321.048718207,24294963.434705798
Population,South Africa,Male,15-49 years,Number,2007,13365565.337349458,14597582.873302165,12071377.75863242
Population,South Africa,Female,15-49 years,Number,2007,13993573.090386754,15283479.428266462,12638575.526247876
Population,South Africa,Both,15-49 years,Number,2007,27359138.42773621,29881062.30156863,24709953.2848803
Population,South Africa,Male,15-49 years,Number,2008,13550809.874900136,14759787.707172718,12392098.216937888
Population,South Africa,Female,15-49 years,Number,2008,14112532.169095155,15371625.810521916,12905788.387825897
Population,South Africa,Both,15-49 years,Number,2008,27663342.04399529,30131413.517694633,25297886.604763787
Population,South Africa,Male,15-49 years,Number,2009,13729639.258834474,14894122.464635361,12636485.054950925
Population,South Africa,Female,15-49 years,Number,2009,14223463.663297705,15429830.724513222,13090991.148601878
Population,South Africa,Both,15-49 years,Number,2009,27953102.92213218,30323953.189148586,25727476.203552805
Population,South Africa,Male,15-49 years,Number,2010,13905741.011349525,14903303.836057022,12915269.950351207
Population,South Africa,Female,15-49 years,Number,2010,14328611.556596503,15356510.048799742,13308020.487087032
Population,South Africa,Both,15-49 years,Number,2010,28234352.567946028,30259813.88485676,26223290.437438242
Population,South Africa,Male,15-49 years,Number,2011,14080865.978276161,14992142.221999433,13143670.294347286
Population,South Africa,Female,15-49 years,Number,2011,14429851.778358536,15363713.456067365,13469428.262697274
Population,South Africa,Both,15-49 years,Number,2011,28510717.756634697,30355855.678066798,26613098.557044562
Population,South Africa,Male,15-49 years,Number,2012,14253095.551538689,15346128.601966415,13219960.223204866
Population,South Africa,Female,15-49 years,Number,2012,14527021.110545352,15641060.803934848,13474030.293884799
Population,South Africa,Both,15-49 years,Number,2012,28780116.66208404,30987189.405901264,26693990.51708966
Population,South Africa,Male,15-49 years,Number,2013,14420464.03040898,15656130.647676546,13294922.971255884
